CustomerID,Recency,Frequency,Monetary,Segment
13519,78,1,122.75,At Risk
13520,0,6,3624.35,Champion
13521,11,3,1093.65,Other
13522,90,1,125.80000000000001,At Risk
13523,47,5,3964.88,Other
13524,41,5,680.1800000000001,Other
13525,15,2,628.78,Other
13527,31,7,2287.51,Champion
13529,79,2,307.76,At Risk
13531,206,2,483.8,Lost
13532,182,1,210.31,Lost
13533,65,3,270.79,At Risk
13534,54,25,5870.08,Champion
13536,10,7,3448.29,Champion
13538,32,7,1280.85,Champion
13539,86,3,631.34,At Risk
13544,40,2,291.41,Other
13546,13,3,626.99,Other
13548,67,2,682.41,At Risk
13549,3,7,918.2,Loyal
13551,320,1,91.80000000000001,Lost
13552,87,12,3740.07,At Risk
13555,74,4,4149.28,At Risk
13557,29,2,584.06,Other
13558,24,4,605.06,Other
13560,301,1,174.37,Lost
13561,127,1,141.85999999999999,At Risk
13562,82,3,1799.33,At Risk
13563,85,2,777.53,At Risk
13564,145,3,1749.02,At Risk
13565,20,2,240.22,Other
13566,41,2,874.71,Other
13568,174,1,192.85,At Risk
13569,18,2,373.75,Other
13570,67,1,239.49,At Risk
13571,13,12,2092.32,Champion
13572,206,1,1384.25,Lost
13573,51,2,294.4,Other
13575,0,5,732.0699999999999,Other
13576,11,18,6717.34,Champion
13577,6,4,1687.6000000000001,Other
13579,15,2,467.04,Other
13581,283,1,118.0,Lost
13583,156,1,781.03,At Risk
13584,191,1,142.4,Lost
13587,153,1,712.4,At Risk
13588,16,9,2478.95,Champion
13589,15,2,379.65,Other
13590,3,6,1981.92,Champion
13591,183,3,1117.13,Lost
13592,66,4,247.95999999999998,At Risk
13593,109,5,2037.0800000000002,At Risk
13594,53,1,396.97,Other
13596,13,2,697.04,Other
13598,48,1,180.17000000000002,Other
13599,6,21,5153.67,Champion
13600,313,1,219.52,Lost
13601,5,2,693.32,Other
13602,183,1,428.89,Lost
13603,27,1,164.34,Other
13606,59,3,280.53999999999996,Other
13607,41,1,678.01,Other
13610,13,7,1131.88,Champion
13611,31,3,1171.8,Other
13614,25,4,1610.46,Other
13615,319,1,417.69,Lost
13617,4,3,544.18,Other
13618,174,1,177.34,At Risk
13621,117,1,213.85,At Risk
13623,90,5,747.78,At Risk
13626,340,1,257.23,Lost
13627,30,5,1638.47,Other
13629,24,11,7792.36,Champion
13630,76,7,2031.78,At Risk
13631,144,11,3070.42,At Risk
13632,25,5,2121.27,Other
13634,36,5,1575.16,Other
13635,275,1,1071.03,Lost
13636,93,5,949.12,At Risk
13637,53,3,810.5,Other
13638,16,1,122.64,Other
13639,75,1,1033.34,At Risk
13642,127,1,354.8,At Risk
13643,121,3,519.44,At Risk
13644,17,4,2624.26,Other
13645,32,1,252.1,Other
13647,10,4,1678.1200000000001,Other
13649,257,2,346.6,Lost
13650,1,6,1836.34,Champion
13651,40,2,94.2,Other
13652,46,3,1095.08,Other
13654,36,6,2707.33,Champion
13655,6,2,932.97,Other
13656,165,2,379.65,At Risk
13657,11,2,382.14,Other
13658,10,5,2639.17,Other
13659,206,2,1573.2,Lost
13662,35,3,897.76,Other
13663,180,1,189.47,Lost
13666,61,3,84.65,At Risk
13667,150,1,305.02,At Risk
13668,11,21,6363.59,Champion
13669,51,2,218.55,Other
13670,76,1,349.7,At Risk
13672,38,2,186.39000000000001,Other
13673,19,2,396.92,Other
13675,33,2,486.82000000000005,Other
13678,33,1,232.6,Other
13680,40,4,3722.42,Other
13681,18,4,827.83,Other
13682,218,1,59.5,Lost
13684,286,1,67.23,Lost
13685,46,7,3119.44,Champion
13686,65,1,72.0,At Risk
13689,153,1,910.0,At Risk
13690,30,1,172.25,Other
13692,25,3,1488.32,Other
13694,26,50,65039.62,Champion
13695,2,15,2504.13,Champion
13697,333,1,151.29999999999998,Lost
13699,156,1,308.58000000000004,At Risk
13700,6,10,2265.12,Champion
13703,319,1,99.5,Lost
13704,0,9,2308.06,Champion
13705,145,3,711.86,At Risk
13706,69,1,330.79,At Risk
13707,267,2,806.41,Lost
13708,272,1,296.88,Lost
13709,50,13,6328.05,Champion
13710,121,1,180.48,At Risk
13711,219,2,252.06,Lost
13712,159,1,228.84,At Risk
13715,223,5,1079.34,Lost
13716,270,1,138.28,Lost
13717,57,6,1445.01,Champion
13718,159,2,306.55,At Risk
13719,16,5,1041.68,Other
13720,117,4,799.9,At Risk
13721,274,1,524.14,Lost
13722,132,3,2375.41,At Risk
13723,188,1,199.85000000000002,Lost
13725,50,8,1980.56,Champion
13726,101,2,1079.6599999999999,At Risk
13727,29,2,333.48,Other
13728,108,6,1016.14,At Risk
13730,136,2,752.6,At Risk
13731,159,2,610.59,At Risk
13732,29,1,491.86,Other
13735,25,4,2885.2400000000002,Other
13736,242,2,731.9,Lost
13737,201,1,339.59999999999997,Lost
13739,19,1,216.9,Other
13740,241,1,350.75,Lost
13741,72,3,668.4300000000001,At Risk
13742,17,12,3131.02,Champion
13743,1,7,1341.6,Champion
13744,215,2,1156.36,Lost
13745,163,1,300.04,At Risk
13747,697,1,79.6,Lost
13748,159,5,948.25,At Risk
13750,54,5,1647.26,Other
13751,289,1,296.25,Lost
13752,96,6,1186.28,At Risk
13753,288,1,741.26,Lost
13754,33,2,282.59999999999997,Other
13755,10,9,2161.35,Champion
13756,23,14,5189.52,Champion
13758,12,7,3190.55,Champion
13759,72,2,659.4100000000001,At Risk
13760,55,2,286.79,Other
13761,51,2,1070.65,Other
13762,219,1,306.72,Lost
13763,153,1,1714.96,At Risk
13764,71,3,1521.76,At Risk
13767,26,37,17220.36,Champion
13769,93,10,2796.51,At Risk
13771,183,4,2634.45,Lost
13772,182,3,1132.13,Lost
13774,82,1,345.0,At Risk
13777,25,33,25977.16,Champion
13778,104,1,178.7,At Risk
13780,171,2,360.01,At Risk
13781,281,1,127.84,Lost
13782,13,6,912.0,Loyal
13784,10,11,2462.79,Champion
13786,516,1,230.39999999999998,Lost
13787,76,2,309.04,At Risk
13790,212,1,348.8,Lost
13791,169,2,1516.0,At Risk
13792,244,2,195.55,Lost
13798,1,57,37153.85,Champion
13799,117,2,688.86,At Risk
13800,283,1,558.32,Lost
13801,244,1,324.8,Lost
13802,139,3,4599.42,At Risk
13803,256,1,277.07,Lost
13804,79,7,2635.79,At Risk
13805,53,2,924.6,Other
13806,153,1,256.38,At Risk
13807,516,1,112.6,Lost
13808,47,5,1747.66,Other
13809,161,1,155.05,At Risk
13810,29,3,1499.01,Other
13811,95,3,814.5,At Risk
13812,43,3,539.0,Other
13813,31,4,1366.8600000000001,Other
13814,123,2,1579.12,At Risk
13815,23,4,4027.36,Other
13816,24,2,571.6700000000001,Other
13817,59,2,382.98,Other
13819,38,3,1140.35,Other
13821,145,2,385.64,At Risk
13822,41,2,632.0,Other
13823,19,2,957.66,Other
13824,6,5,1698.94,Other
13826,177,1,189.5,At Risk
13827,58,3,412.05,Other
13828,23,1,209.49,Other
13831,17,6,2202.99,Champion
13832,20,1,52.199999999999996,Other
13833,278,1,384.8,Lost
13835,26,4,834.57,Other
13837,5,2,271.24,Other
13838,118,4,691.73,At Risk
13841,340,1,85.0,Lost
13842,0,9,3385.62,Champion
13844,12,1,361.62,Other
13845,183,1,312.98,Lost
13846,25,3,865.0600000000001,Other
13848,123,3,1255.0,At Risk
13849,52,2,1537.95,Other
13850,305,1,1595.48,Lost
13851,215,3,2651.46,Lost
13853,58,1,1090.14,Other
13854,1,25,8109.5199999999995,Champion
13856,95,3,388.5,At Risk
13858,58,1,216.17,Other
13859,327,1,201.16,Lost
13860,15,5,1245.9,Other
13862,19,8,2209.36,Champion
13863,189,1,305.78,Lost
13865,0,4,501.56,Other
13866,75,1,145.67000000000002,At Risk
13867,75,3,1015.29,At Risk
13868,301,2,3192.54,Lost
13869,124,4,3104.95,At Risk
13870,41,8,2770.94,Champion
13871,23,13,6403.25,Champion
13873,2,3,389.6,Other
13874,358,1,540.45,Lost
13875,38,5,1786.79,Other
13876,153,1,122.7,At Risk
13877,87,1,117.24,At Risk
13878,55,1,1281.53,Other
13880,22,13,3219.77,Champion
13881,12,20,17159.52,Champion
13882,12,5,1191.13,Other
13883,11,5,2674.48,Other
13884,31,5,787.6,Other
13885,201,2,506.8,Lost
13886,72,1,243.56,At Risk
13887,204,1,349.55,Lost
13888,2,2,605.63,Other
13889,123,1,416.90000000000003,At Risk
13890,23,10,1883.8100000000002,Champion
13892,27,4,632.97,Other
13893,298,1,821.1,Lost
13894,24,3,564.62,Other
13895,29,4,2593.07,Other
13897,51,1,311.16,Other
13898,326,1,155.93,Lost
13899,17,2,388.52,Other
13900,94,3,740.95,At Risk
13901,73,5,2867.2,At Risk
13904,295,2,332.64,Lost
13908,80,4,2369.55,At Risk
13911,58,9,2580.91,Champion
13914,12,2,626.45,Other
13917,50,2,272.04,Other
13918,50,2,1212.8400000000001,Other
13919,30,2,384.81,Other
13922,352,1,172.25,Lost
13923,54,1,351.13,Other
13924,18,6,1838.8500000000001,Champion
13925,63,4,678.25,At Risk
13926,24,1,223.85000000000002,Other
13927,75,1,348.99,At Risk
13928,11,4,464.57,Other
13929,170,2,842.65,At Risk
13930,58,2,337.34,Other
13931,215,2,1237.53,Lost
13932,295,1,307.4,Lost
13933,110,2,608.7900000000001,At Risk
13934,264,1,922.1,Lost
13936,180,1,376.58,Lost
13937,170,1,158.85,At Risk
13938,243,1,71.66,Lost
13939,24,3,568.55,Other
13940,18,4,839.14,Other
13941,22,5,5112.96,Other
13946,80,3,561.5699999999999,At Risk
13947,214,1,90.6,Lost
13948,361,1,102.0,Lost
13949,25,6,2427.32,Champion
13950,12,4,745.06,Other
13951,177,3,674.45,At Risk
13952,188,2,3251.071,Lost
13953,53,7,3515.68,Champion
13954,71,2,439.92,At Risk
13955,125,2,322.96,At Risk
13956,55,5,1026.42,Other
13959,80,3,598.2,At Risk
13960,22,2,230.22,Other
13962,22,2,169.55,Other
13963,252,4,664.54,Lost
13967,146,1,80.7,At Risk
13969,17,18,9053.94,Champion
13971,19,8,2758.26,Champion
13972,71,2,190.25,At Risk
13973,288,1,264.7,Lost
13974,50,1,413.59000000000003,Other
13975,121,6,2526.28,At Risk
13976,207,1,357.98,Lost
13978,15,2,196.79000000000002,Other
13979,74,1,869.87,At Risk
13980,61,1,200.14,At Risk
13982,40,4,1871.81,Other
13983,0,12,2603.43,Champion
13984,27,5,920.51,Other
13985,0,15,7060.13,Champion
13986,18,1,320.46,Other
13988,20,6,4147.96,Champion
13989,214,2,1266.08,Lost
13990,66,1,311.3,At Risk
13991,13,6,855.97,Loyal
13992,90,1,76.8,At Risk
13993,31,9,3466.36,Champion
13994,40,6,2313.14,Champion
13995,16,5,1393.69,Other
13999,11,12,3901.81,Champion
14000,5,1,635.66,Other
14001,46,3,2043.0800000000002,Other
14002,135,2,529.73,At Risk
14004,44,7,4582.64,Champion
14005,10,5,2874.72,Other
14006,6,3,962.19,Other
14009,199,2,695.61,Lost
14012,160,1,328.8,At Risk
14013,98,3,473.02,At Risk
14014,78,1,505.18,At Risk
14015,53,1,917.34,Other
14016,208,4,4341.21,Lost
14019,47,3,1421.61,Other
14020,1,2,642.8,Other
14021,5,3,631.9,Other
14022,226,1,440.0,Lost
14023,281,2,584.07,Lost
14024,63,2,327.7,At Risk
14027,61,1,104.82,At Risk
14029,145,2,467.66,At Risk
14030,19,8,2360.09,Champion
14031,22,19,17286.86,Champion
14032,6,11,2975.59,Champion
14034,23,3,651.8199999999999,Other
14035,29,5,1428.02,Other
14036,285,1,626.65,Lost
14037,177,2,147.20000000000002,At Risk
14038,79,3,1560.38,At Risk
14039,182,1,152.2,Lost
14040,9,12,3614.92,Champion
14041,267,1,141.41,Lost
14044,27,4,652.82,Other
14045,110,4,1659.75,At Risk
14046,285,1,154.99,Lost
14047,74,5,1308.6100000000001,At Risk
14048,161,1,409.93,At Risk
14049,17,4,5681.72,Other
14050,107,2,746.36,At Risk
14051,18,23,15610.390000000001,Champion
14052,20,1,225.36,Other
14053,155,2,260.25,At Risk
14054,214,1,92.46,Lost
14055,107,1,725.6400000000001,At Risk
14056,16,23,8214.65,Champion
14057,24,17,6217.96,Champion
14059,267,1,183.6,Lost
14060,23,19,6140.42,Champion
14062,10,12,10464.85,Champion
14064,5,5,1353.74,Other
14066,267,1,152.55,Lost
14067,153,2,374.7,At Risk
14068,321,1,265.85,Lost
14071,20,8,1438.82,Champion
14073,152,1,151.04,At Risk
14075,20,3,942.26,Other
14076,305,1,122.47,Lost
14077,41,5,499.41999999999996,Other
14078,66,6,1049.37,At Risk
14079,155,1,375.1,At Risk
14080,152,1,45.599999999999994,At Risk
14081,69,2,934.52,At Risk
14082,424,1,182.25,Lost
14083,37,9,1018.43,Champion
14085,10,18,4448.54,Champion
14087,151,1,194.42,At Risk
14088,11,13,50491.81,Champion
14089,57,1,161.0,Other
14090,325,1,76.32000000000001,Lost
14092,24,14,4076.91,Champion
14093,13,1,442.85,Other
14096,12,17,65164.79,Champion
14098,274,1,147.35,Lost
14099,17,11,3104.17,Champion
14100,138,1,194.9,At Risk
14101,74,6,5976.79,At Risk
14102,12,5,1360.28,Other
14104,125,2,216.20999999999998,At Risk
14105,239,1,1266.23,Lost
14107,52,7,2703.23,Champion
14108,90,2,597.91,At Risk
14109,73,1,144.2,At Risk
14110,1,12,5683.15,Champion
14111,6,4,692.85,Other
14112,23,7,2915.15,Champion
14113,23,4,1840.42,Other
14114,37,2,386.53,Other
14116,20,5,1382.74,Other
14117,144,1,90.0,At Risk
14121,11,4,2780.15,Other
14124,85,1,419.58000000000004,At Risk
14125,11,3,2740.43,Other
14126,11,3,706.1300000000001,Other
14127,93,3,709.71,At Risk
14128,61,2,637.5,At Risk
14129,18,5,1123.8600000000001,Other
14130,320,1,483.86,Lost
14132,3,11,3586.0299999999997,Champion
14133,305,3,605.64,Lost
14135,39,15,4690.31,Champion
14138,120,2,982.3800000000001,At Risk
14139,47,1,415.82,Other
14140,121,2,935.05,At Risk
14141,30,4,915.13,Other
14142,697,1,311.81,Lost
14143,134,1,115.8,At Risk
14145,47,4,3742.2,Other
14146,82,5,4191.0,At Risk
14147,78,2,483.4,At Risk
14148,234,1,157.2,Lost
14149,280,1,446.62,Lost
14150,243,2,658.64,Lost
14152,76,2,621.29,At Risk
14154,240,2,1345.62,Lost
14155,267,1,118.75,Lost
14156,0,55,117379.63,Champion
14157,20,2,432.88,Other
14158,41,1,507.66,Other
14159,20,11,4693.01,Champion
14161,127,3,1110.52,At Risk
14162,174,2,289.36,At Risk
14163,64,4,2445.91,At Risk
14164,71,2,1631.77,At Risk
14165,98,1,122.53999999999999,At Risk
14167,9,4,574.84,Other
14171,304,1,363.79,Lost
14173,11,4,450.84,Other
14174,182,1,134.46,Lost
14175,30,3,3222.3,Other
14176,298,4,576.9000000000001,Lost
14177,87,4,559.41,At Risk
14178,29,7,1620.93,Champion
14179,41,2,719.78,Other
14180,11,25,4748.52,Champion
14184,244,1,452.89,Lost
14185,9,1,197.65,Other
14188,72,6,2054.36,At Risk
14189,17,15,4654.08,Champion
14191,10,13,4684.76,Champion
14193,270,2,853.39,Lost
14194,19,21,11349.52,Champion
14195,202,2,1012.0,Lost
14196,107,1,335.52,At Risk
14198,19,4,701.4,Other
14199,219,1,185.39999999999998,Lost
14201,61,7,747.44,At Risk
14204,151,1,161.03,At Risk
14205,17,2,466.7,Other
14206,240,1,328.15999999999997,Lost
14208,184,1,151.74,Lost
14209,11,6,2073.43,Champion
14210,106,6,1905.8400000000001,At Risk
14211,54,9,2241.1,Champion
14212,31,1,1070.48,Other
14214,51,5,1004.38,Other
14215,12,6,1789.72,Champion
14216,17,4,1839.3,Other
14217,12,17,2004.98,Champion
14218,43,1,169.48000000000002,Other
14219,212,1,89.94,Lost
14220,189,2,632.4,Lost
14221,43,9,3432.8,Champion
14222,178,1,683.17,At Risk
14223,123,3,991.13,At Risk
14224,111,4,1050.12,At Risk
14226,29,5,2232.19,Other
14227,27,10,3350.96,Champion
14229,52,3,1547.2,Other
14231,95,3,925.71,At Risk
14232,43,5,2048.07,Other
14233,5,4,1462.72,Other
14234,22,4,775.46,Other
14235,76,5,3144.86,At Risk
14236,81,2,490.86,At Risk
14237,697,1,161.0,Lost
14238,327,1,146.85,Lost
14239,44,11,2380.85,Champion
14240,90,2,890.34,At Risk
14241,95,1,213.70000000000002,At Risk
14242,235,2,280.55,Lost
14243,128,10,2588.77,At Risk
14245,249,2,1693.45,Lost
14246,111,3,1474.06,At Risk
14247,190,1,136.76999999999998,Lost
14248,319,1,302.58,Lost
14250,31,3,1904.05,Other
14251,11,5,2879.7000000000003,Other
14256,261,2,969.0600000000001,Lost
14257,124,5,3099.7200000000003,At Risk
14258,10,9,12669.98,Champion
14259,142,1,120.0,At Risk
14261,51,2,1163.45,Other
14262,18,8,2618.23,Champion
14264,125,2,333.97,At Risk
14265,110,2,530.18,At Risk
14267,163,3,1516.24,At Risk
14270,9,1,492.65000000000003,Other
14271,226,1,112.32,Lost
14272,74,2,437.96,At Risk
14273,36,4,559.97,Other
14276,4,3,1119.74,Other
14277,16,3,4216.2,Other
14280,197,1,134.04,Lost
14282,20,15,3729.34,Champion
14284,87,2,595.25,At Risk
14285,22,4,1910.01,Other
14286,24,3,4628.75,Other
14287,199,3,176.63,Lost
14288,66,1,426.6,At Risk
14289,6,6,911.26,Loyal
14290,12,5,2314.65,Other
14291,32,11,3883.25,Champion
14292,1,9,4871.93,Champion
14293,148,4,1046.56,At Risk
14295,41,1,166.20000000000002,Other
14297,18,4,1305.33,Other
14298,53,44,51527.3,Champion
14299,0,9,3965.62,Champion
14300,19,1,43.2,Other
14301,118,1,640.14,At Risk
14304,339,1,383.45,Lost
14305,72,3,1858.96,At Risk
14306,52,2,2093.32,Other
14307,1,6,2995.72,Champion
14309,29,9,2352.53,Champion
14311,36,1,310.26,Other
14312,37,6,1611.59,Champion
14314,107,1,120.0,At Risk
14315,45,6,2481.13,Champion
14317,183,1,508.58000000000004,Lost
14320,39,2,477.79,Other
14321,11,5,1530.75,Other
14323,115,2,605.0600000000001,At Risk
14326,36,1,183.85,Other
14327,164,1,311.65,At Risk
14329,18,7,5014.84,Champion
14331,136,2,462.65999999999997,At Risk
14332,23,3,866.31,Other
14333,275,1,415.2,Lost
14334,17,8,2552.21,Champion
14335,17,2,468.26,Other
14336,17,4,1614.91,Other
14338,197,2,588.22,Lost
14339,36,1,309.52,Other
14340,219,1,134.7,Lost
14341,46,8,2182.28,Champion
14342,22,4,668.5600000000001,Other
14344,98,8,889.9300000000001,At Risk
14345,333,1,108.97999999999999,Lost
14346,32,2,1021.58,Other
14348,261,1,409.57,Lost
14349,11,1,133.5,Other
14350,68,1,282.93,At Risk
14351,165,1,51.0,At Risk
14352,37,4,1078.96,Other
14353,127,1,90.6,At Risk
14354,90,2,163.62,At Risk
14355,454,1,174.4,Lost
14356,80,2,701.23,At Risk
14357,44,1,225.77,Other
14359,20,3,912.18,Other
14360,121,4,2128.23,At Risk
14362,23,1,161.2,Other
14364,5,8,3717.35,Champion
14367,22,16,9261.52,Champion
14368,320,1,155.0,Lost
14371,296,1,100.5,Lost
14373,359,1,76.55,Lost
14375,157,1,257.68,At Risk
14377,263,2,617.05,Lost
14379,45,2,348.1,Other
14381,53,1,202.68,Other
14382,27,1,626.0699999999999,Other
14383,164,3,1247.69,At Risk
14385,10,3,202.11,Other
14386,297,1,142.4,Lost
14387,75,3,1770.56,At Risk
14388,11,8,3212.84,Champion
14389,214,2,1043.46,Lost
14390,5,9,4652.82,Champion
14393,218,1,67.95,Lost
14395,60,9,3507.71,Champion
14396,214,2,487.99,Lost
14397,4,19,2612.96,Champion
14400,150,1,574.7,At Risk
14401,65,13,4051.48,At Risk
14403,142,4,1475.81,At Risk
14404,109,6,1474.32,At Risk
14406,2,1,156.75,Other
14407,108,6,2157.73,At Risk
14408,11,7,2606.53,Champion
14409,71,6,2059.4500000000003,At Risk
14410,123,9,1105.07,At Risk
14411,311,1,1063.0,Lost
14412,43,2,770.03,Other
14413,363,1,122.7,Lost
14414,92,7,1496.98,At Risk
14415,20,13,5900.28,Champion
14416,23,2,490.22,Other
14418,26,3,1937.25,Other
14419,11,6,1058.06,Champion
14420,334,1,387.52,Lost
14421,5,2,813.11,Other
14422,18,6,4263.64,Champion
14423,219,1,265.2,Lost
14424,18,1,322.08,Other
14426,24,10,4481.67,Champion
14427,51,2,363.34000000000003,Other
14428,80,5,1244.83,At Risk
14431,69,1,470.36,At Risk
14432,10,6,2255.51,Champion
14434,22,6,1372.8,Champion
14436,304,1,89.06,Lost
14437,454,1,63.0,Lost
14438,191,1,131.9,Lost
14439,320,1,2661.24,Lost
14440,43,5,2357.6800000000003,Other
14441,44,4,1712.89,Other
14442,205,2,1589.82,Lost
14443,54,4,1420.2,Other
14446,29,4,1039.58,Other
14447,19,5,1163.23,Other
14448,10,2,375.35,Other
14449,19,4,907.1,Other
14450,4,3,483.25,Other
14451,61,2,662.59,At Risk
14452,11,2,264.44,Other
14453,307,1,119.93,Lost
14456,23,9,3062.4,Champion
14457,311,1,113.64,Lost
14459,156,1,1837.92,At Risk
14460,111,3,434.34,At Risk
14461,149,3,2103.06,At Risk
14462,32,11,2004.02,Champion
14463,171,3,529.62,At Risk
14465,69,3,1058.6200000000001,At Risk
14466,60,7,2272.4,Champion
14467,18,4,598.76,Other
14470,12,2,461.19,Other
14472,64,8,1936.84,At Risk
14473,75,2,234.34000000000003,At Risk
14474,47,1,547.66,Other
14475,72,3,925.85,At Risk
14476,258,1,215.7,Lost
14477,20,4,1309.6,Other
14479,254,2,316.25,Lost
14480,12,1,279.05,Other
14481,165,2,636.51,At Risk
14482,19,6,2068.15,Champion
14483,282,1,137.1,Lost
14484,51,1,321.92,Other
14485,333,1,165.75,Lost
14487,27,6,1196.33,Champion
14488,275,1,1064.28,Lost
14489,208,1,463.38,Lost
14491,176,2,340.93,At Risk
14493,17,5,2383.2400000000002,Other
14494,26,1,139.56,Other
14495,51,2,123.8,Other
14496,342,2,538.8100000000001,Lost
14497,283,1,475.37,Lost
14498,43,5,1957.32,Other
14499,27,3,815.32,Other
14500,1,3,356.85,Other
14501,95,2,251.21,At Risk
14502,20,11,2470.67,Champion
14503,11,6,3543.26,Champion
14504,48,4,673.26,Other
14505,18,8,5905.64,Champion
14506,18,5,2012.17,Other
14507,24,6,1383.18,Champion
14508,22,2,276.42,Other
14511,12,5,1314.81,Other
14512,218,2,275.28,Lost
14513,101,3,455.59000000000003,At Risk
14514,9,3,1055.35,Other
14515,18,6,2102.09,Champion
14517,142,2,330.45,At Risk
14518,183,1,174.37,Lost
14520,120,2,270.6,At Risk
14522,25,4,974.54,Other
14523,109,1,241.09,At Risk
14524,72,9,1867.68,At Risk
14525,20,9,4332.2,Champion
14527,1,55,8508.82,Champion
14528,302,1,364.21999999999997,Lost
14529,61,3,620.04,At Risk
14530,26,6,2925.91,Champion
14532,237,4,932.85,Lost
14533,25,7,1949.72,Champion
14534,2,18,4447.05,Champion
14535,61,3,2864.19,At Risk
14536,260,1,171.8,Lost
14537,58,1,355.56,Other
14538,183,2,388.25,Lost
14539,16,2,537.48,Other
14540,10,3,996.26,Other
14541,0,8,1461.65,Champion
14542,157,1,103.25,At Risk
14543,29,16,3630.33,Champion
14544,25,2,2024.45,Other
14546,41,5,2578.09,Other
14547,13,8,4007.54,Champion
14548,3,2,652.8,Other
14549,342,1,289.24,Lost
14550,11,2,765.62,Other
14551,19,2,186.23,Other
14552,33,1,165.07,Other
14553,20,5,859.27,Other
14554,11,4,2381.04,Other
14555,58,2,324.14,Other
14557,86,1,788.38,At Risk
14560,17,22,2237.77,Champion
14561,76,3,1080.76,At Risk
14562,12,18,5074.77,Champion
14565,114,4,3099.12,At Risk
14566,111,1,1432.0,At Risk
14567,57,2,1530.3600000000001,Other
14569,120,1,227.39,At Risk
14570,251,2,218.06,Lost
14572,41,7,2832.84,Champion
14573,35,9,1653.42,Champion
14576,665,1,35.400000000000006,Lost
14577,13,4,859.71,Other
14578,181,1,168.63,Lost
14581,17,1,138.6,Other
14582,41,1,114.11,Other
14583,145,5,1052.55,At Risk
14584,94,4,1042.26,At Risk
14585,51,1,157.05,Other
14586,129,1,237.36,At Risk
14587,9,9,1601.14,Champion
14589,638,1,39.75,Lost
14591,16,4,1447.14,Other
14592,57,3,570.46,Other
14593,22,3,617.99,Other
14594,301,2,379.83,Lost
14595,20,6,1740.6,Champion
14597,12,2,883.15,Other
14598,45,1,221.97,Other
14600,161,1,393.33000000000004,At Risk
14601,11,1,213.96,Other
14603,68,1,660.0,At Risk
14606,5,93,12156.65,Champion
14607,16,14,16569.5,Champion
14608,59,4,1785.15,Other
14609,73,4,601.56,At Risk
14616,36,3,406.08000000000004,Other
14618,10,3,553.44,Other
14619,128,1,394.44,At Risk
14620,206,2,412.78000000000003,Lost
14621,90,5,1788.3600000000001,At Risk
14622,126,1,320.58000000000004,At Risk
14623,44,5,889.25,Other
14624,30,2,225.85,Other
14625,197,2,899.63,Lost
14626,24,4,2791.27,Other
14628,36,2,671.96,Other
14629,48,2,959.01,Other
14631,51,3,1006.98,Other
14632,263,1,114.56,Lost
14633,267,1,344.90000000000003,Lost
14636,269,2,609.85,Lost
14638,51,1,443.6,Other
14639,32,6,2984.49,Champion
14640,25,6,2125.08,Champion
14641,22,1,110.46,Other
14642,0,1,96.12,Other
14643,171,2,693.8100000000001,At Risk
14644,275,2,830.76,Lost
14645,98,2,597.09,At Risk
14646,2,73,280206.02,Champion
14647,202,1,243.22,Lost
14649,35,4,1417.29,Other
14651,5,2,654.6,Other
14652,78,1,114.18,At Risk
14653,10,7,1947.55,Champion
14655,23,4,1932.23,Other
14656,170,2,291.05,At Risk
14657,18,4,848.22,Other
14658,118,2,247.15,At Risk
14659,79,9,2529.93,At Risk
14660,87,2,285.74,At Risk
14661,27,1,107.95,Other
14662,29,4,771.17,Other
14664,20,2,637.89,Other
14665,31,5,1835.7,Other
14666,25,1,195.25,Other
14667,11,25,9241.2,Champion
14669,6,3,1269.99,Other
14670,251,2,411.53,Lost
14672,162,2,765.55,At Risk
14673,10,5,1736.4,Other
14675,17,1,604.75,Other
14676,79,6,2548.2400000000002,At Risk
14680,26,16,28754.11,Champion
14681,5,3,498.95,Other
14682,202,2,52.0,Lost
14684,26,5,1236.28,Other
14687,107,1,628.38,At Risk
14688,3,21,5630.87,Champion
14689,209,1,112.8,Lost
14690,33,2,371.7,Other
14691,35,5,2114.33,Other
14692,138,4,591.55,At Risk
14693,265,1,172.9,Lost
14696,2,7,2078.95,Champion
14697,219,2,188.60999999999999,Lost
14698,16,5,1250.76,Other
14699,96,1,109.13000000000001,At Risk
14700,152,3,2235.3,At Risk
14701,11,9,2549.37,Champion
14702,19,17,3292.14,Champion
14703,15,1,318.17,Other
14704,4,9,1546.91,Champion
14705,199,1,179.0,Lost
14708,125,3,1126.37,At Risk
14709,16,13,4921.04,Champion
14710,15,4,606.13,Other
14711,11,11,2868.8,Champion
14712,60,3,917.07,Other
14713,10,11,2666.36,Champion
14714,25,1,160.19,Other
14715,9,4,867.38,Other
14716,43,2,329.68,Other
14719,11,5,1602.13,Other
14720,31,3,663.81,Other
14722,148,1,187.92000000000002,At Risk
14723,11,6,1158.3,Champion
14725,25,1,718.08,Other
14727,68,1,268.58,At Risk
14729,697,1,313.49,Lost
14730,108,8,2005.06,At Risk
14731,35,3,380.02,Other
14732,1,8,2702.4900000000002,Champion
14733,17,12,9585.91,Champion
14735,12,32,6065.69,Champion
14737,181,3,1164.55,Lost
14738,5,7,1314.45,Champion
14739,20,7,3902.28,Champion
14740,197,3,1448.21,Lost
14741,12,6,1400.34,Champion
14744,17,7,1099.98,Champion
14745,113,5,1220.26,At Risk
14747,250,1,328.2,Lost
14748,35,5,1415.75,Other
